source_id,target_id,direction
74,73,unidirectional
74,84,unidirectional
26,36,unidirectional
52,42,unidirectional
11,10,unidirectional
11,21,unidirectional
53,52,unidirectional
38,37,unidirectional
80,90,unidirectional
27,28,unidirectional
13,12,unidirectional
13,23,unidirectional
88,98,unidirectional
81,71,unidirectional
81,82,unidirectional
66,56,unidirectional
18,19,unidirectional
67,66,unidirectional
60,50,unidirectional
60,61,unidirectional
67,77,unidirectional
45,35,unidirectional
39,38,unidirectional
24,23,unidirectional
59,58,unidirectional
59,69,unidirectional
37,27,unidirectional
20,21,unidirectional
93,92,unidirectional
78,77,unidirectional
12,13,unidirectional
74,75,unidirectional
53,63,unidirectional
31,21,unidirectional
31,32,unidirectional
66,67,unidirectional
32,31,unidirectional
32,42,unidirectional
17,16,unidirectional
10,0,unidirectional
6,7,unidirectional
85,75,unidirectional
85,86,unidirectional
64,63,unidirectional
9,8,unidirectional
43,42,unidirectional
39,49,unidirectional
78,88,unidirectional
63,62,unidirectional
56,46,unidirectional
63,73,unidirectional
52,53,unidirectional
97,96,unidirectional
37,38,unidirectional
3,2,unidirectional
79,69,unidirectional
38,48,unidirectional
16,6,unidirectional
16,17,unidirectional
10,20,unidirectional
89,88,unidirectional
72,82,unidirectional
98,88,unidirectional
35,25,unidirectional
70,60,unidirectional
70,71,unidirectional
64,74,unidirectional
49,48,unidirectional
49,59,unidirectional
10,11,unidirectional
28,27,unidirectional
24,34,unidirectional
9,19,unidirectional
2,3,unidirectional
43,53,unidirectional
3,13,unidirectional
29,19,unidirectional
56,57,unidirectional
22,21,unidirectional
35,45,unidirectional
83,73,unidirectional
62,61,unidirectional
14,13,unidirectional
14,24,unidirectional
89,99,unidirectional
58,48,unidirectional
58,59,unidirectional
68,67,unidirectional
68,78,unidirectional
77,67,unidirectional
91,90,unidirectional
69,59,unidirectional
28,38,unidirectional
54,44,unidirectional
48,38,unidirectional
33,23,unidirectional
8,9,unidirectional
87,77,unidirectional
98,99,unidirectional
83,84,unidirectional
18,17,unidirectional
18,28,unidirectional
84,94,unidirectional
77,78,unidirectional
62,52,unidirectional
62,63,unidirectional
41,40,unidirectional
41,51,unidirectional
19,9,unidirectional
94,84,unidirectional
54,55,unidirectional
95,94,unidirectional
73,63,unidirectional
52,51,unidirectional
87,86,unidirectional
87,97,unidirectional
48,49,unidirectional
66,65,unidirectional
34,44,unidirectional
27,17,unidirectional
62,72,unidirectional
12,2,unidirectional
40,41,unidirectional
6,5,unidirectional
6,16,unidirectional
25,26,unidirectional
85,84,unidirectional
81,80,unidirectional
81,91,unidirectional
94,95,unidirectional
60,70,unidirectional
45,44,unidirectional
73,74,unidirectional
37,36,unidirectional
20,30,unidirectional
99,98,unidirectional
96,97,unidirectional
33,34,unidirectional
12,22,unidirectional
31,30,unidirectional
87,88,unidirectional
66,76,unidirectional
44,34,unidirectional
44,45,unidirectional
45,55,unidirectional
23,13,unidirectional
2,1,unidirectional
4,5,unidirectional
46,36,unidirectional
46,47,unidirectional
56,55,unidirectional
52,62,unidirectional
37,47,unidirectional
30,20,unidirectional
30,31,unidirectional
79,78,unidirectional
31,41,unidirectional
16,15,unidirectional
16,26,unidirectional
85,95,unidirectional
32,33,unidirectional
70,80,unidirectional
51,41,unidirectional
86,76,unidirectional
86,87,unidirectional
71,61,unidirectional
23,24,unidirectional
2,12,unidirectional
65,55,unidirectional
65,66,unidirectional
50,40,unidirectional
50,51,unidirectional
29,28,unidirectional
97,87,unidirectional
56,66,unidirectional
98,97,unidirectional
83,82,unidirectional
35,34,unidirectional
17,18,unidirectional
58,57,unidirectional
51,52,unidirectional
58,68,unidirectional
36,26,unidirectional
36,37,unidirectional
71,72,unidirectional
15,5,unidirectional
90,80,unidirectional
90,91,unidirectional
69,68,unidirectional
69,79,unidirectional
47,37,unidirectional
82,72,unidirectional
48,47,unidirectional
83,93,unidirectional
22,12,unidirectional
22,23,unidirectional
42,32,unidirectional
42,43,unidirectional
8,7,unidirectional
8,18,unidirectional
84,74,unidirectional
76,77,unidirectional
76,66,unidirectional
61,51,unidirectional
21,11,unidirectional
21,22,unidirectional
0,10,unidirectional
77,76,unidirectional
77,87,unidirectional
55,45,unidirectional
55,56,unidirectional
40,30,unidirectional
19,18,unidirectional
75,65,unidirectional
75,76,unidirectional
54,53,unidirectional
54,64,unidirectional
15,16,unidirectional
73,72,unidirectional
33,32,unidirectional
29,39,unidirectional
7,8,unidirectional
48,58,unidirectional
26,16,unidirectional
96,86,unidirectional
61,62,unidirectional
27,26,unidirectional
27,37,unidirectional
12,11,unidirectional
5,6,unidirectional
40,50,unidirectional
1,2,unidirectional
80,70,unidirectional
88,78,unidirectional
25,15,unidirectional
19,29,unidirectional
4,3,unidirectional
4,14,unidirectional
94,93,unidirectional
